miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
cfa-let-7a-2	3:chr5:12052802-12052821:+	71	41.464551	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052822:+	239	139.577856	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052823:+	3150	1839.624460	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052824:+	8980	5244.389729	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052825:+	530	309.524115	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052826:+	9	5.256070	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052831:+	1	0.584008	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052833:+	1	0.584008	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052852:+	3	1.752023	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052803-12052823:+	2	1.168016	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052803-12052824:+	1	0.584008	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052803-12052825:+	3	1.752023	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052805-12052823:+	1	0.584008	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052806-12052824:+	1	0.584008	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052844-12052867:+	1	0.584008	N	unannotated
cfa-let-7a-2	3:chr5:12052847-12052869:+	1	0.584008	N	unannotated
cfa-let-7a-2	3:chr5:12052847-12052870:+	1	0.584008	N	unannotated
cfa-let-7b	3:chr10:20033391-20033413:-	11	6.424085	N	unannotated
cfa-let-7b	3:chr10:20033392-20033413:-	20	11.680155	N	unannotated
cfa-let-7b	3:chr10:20033393-20033413:-	1	0.584008	N	unannotated
cfa-let-7b	3:chr10:20033396-20033419:-	1	0.584008	N	unannotated
cfa-let-7b	3:chr10:20033415-20033446:-	2	1.168016	N	stemloop
cfa-let-7b	3:chr10:20033418-20033468:-	24	14.016186	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033436-20033468:-	2	1.168016	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033437-20033468:-	2	1.168016	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033440-20033468:-	2	1.168016	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033443-20033468:-	1	0.584008	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033444-20033468:-	53	30.952412	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033445-20033466:-	1	0.584008	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033445-20033467:-	2	1.168016	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033445-20033468:-	3659	2136.884412	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033446-20033463:-	2	1.168016	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033446-20033464:-	2	1.168016	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033446-20033465:-	1	0.584008	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033446-20033466:-	3	1.752023	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033446-20033467:-	5	2.920039	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033446-20033468:-	10500	6132.081532	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033447-20033468:-	2475	1445.419218	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033448-20033468:-	453	264.555518	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033449-20033468:-	76	44.384590	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033450-20033468:-	208	121.473615	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033451-20033468:-	25	14.600194	N	mature,MIMAT0009836
cfa-let-7c	3:chr31:13259520-13259544:+	1	0.584008	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259521-13259538:+	1	0.584008	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259521-13259541:+	2	1.168016	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259521-13259542:+	1	0.584008	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259521-13259543:+	5	2.920039	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259521-13259544:+	18	10.512140	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259522-13259541:+	14	8.176109	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259522-13259542:+	48	28.032373	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259522-13259543:+	531	310.108123	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259522-13259544:+	3448	2013.658774	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259522-13259545:+	311	181.626415	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259522-13259550:+	1	0.584008	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259522-13259554:+	1	0.584008	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259522-13259572:+	36	21.024280	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259523-13259544:+	3	1.752023	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259523-13259545:+	1	0.584008	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259525-13259544:+	1	0.584008	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259567-13259588:+	2	1.168016	N	unannotated
cfa-let-7c	3:chr31:13259567-13259589:+	4	2.336031	N	unannotated
cfa-let-7c	3:chr31:13259568-13259590:+	1	0.584008	N	unannotated
cfa-let-7d	3:chr1:97901996-97902046:-	1	0.584008	N	mature,MIMAT0034396
cfa-let-7d	3:chr1:97902044-97902067:-	2	1.168016	N	mature,MIMAT0034396
cfa-let-7d	3:chr1:97902045-97902066:-	17	9.928132	N	mature,MIMAT0034396
cfa-let-7d	3:chr1:97902045-97902067:-	168	98.113305	N	mature,MIMAT0034396
cfa-let-7d	3:chr1:97902046-97902066:-	11	6.424085	N	mature,MIMAT0034396
cfa-let-7d	3:chr1:97902046-97902067:-	63	36.792489	N	mature,MIMAT0034396
cfa-let-7d	3:chr1:97902047-97902066:-	5	2.920039	N	mature,MIMAT0034396
cfa-let-7d	3:chr1:97902047-97902067:-	20	11.680155	N	mature,MIMAT0034396
cfa-let-7d	3:chr1:97902048-97902067:-	2	1.168016	N	mature,MIMAT0034396
cfa-let-7d	3:chr1:97902049-97902067:-	1	0.584008	N	mature,MIMAT0034396
cfa-let-7d	3:chr1:97902070-97902120:-	3	1.752023	N	unannotated
cfa-let-7d	3:chr1:97902071-97902121:-	4	2.336031	N	unannotated
cfa-let-7d	3:chr1:97902097-97902120:-	3	1.752023	N	unannotated
cfa-let-7d	3:chr1:97902097-97902121:-	3	1.752023	N	unannotated
cfa-let-7d	3:chr1:97902098-97902121:-	126	73.584978	N	unannotated
cfa-let-7d	3:chr1:97902099-97902121:-	1205	703.729357	N	unannotated
cfa-let-7d	3:chr1:97902099-97902122:-	2	1.168016	N	unannotated
cfa-let-7d	3:chr1:97902100-97902120:-	1	0.584008	N	unannotated
cfa-let-7d	3:chr1:97902100-97902121:-	446	260.467463	N	unannotated
cfa-let-7d	3:chr1:97902100-97902122:-	1	0.584008	N	unannotated
cfa-let-7d	3:chr1:97902101-97902121:-	30	17.520233	N	unannotated
cfa-let-7d	3:chr1:97902102-97902121:-	7	4.088054	N	unannotated
cfa-let-7d	3:chr1:97902103-97902121:-	68	39.712528	N	unannotated
cfa-let-7d	3:chr1:97902104-97902121:-	3	1.752023	N	unannotated
cfa-let-7e	3:chr1:105400740-105400762:-	19	11.096148	N	unannotated
cfa-let-7e	3:chr1:105400740-105400763:-	1	0.584008	N	unannotated
cfa-let-7e	3:chr1:105400741-105400762:-	5	2.920039	N	unannotated
cfa-let-7e	3:chr1:105400741-105400763:-	1	0.584008	N	unannotated
cfa-let-7e	3:chr1:105400742-105400764:-	1	0.584008	N	unannotated
cfa-let-7e	3:chr1:105400742-105400765:-	1	0.584008	N	unannotated
cfa-let-7e	3:chr1:105400757-105400807:-	10	5.840078	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400772-105400807:-	1	0.584008	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400776-105400807:-	2	1.168016	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400780-105400802:-	1	0.584008	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400783-105400807:-	5	2.920039	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400784-105400806:-	1	0.584008	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400784-105400807:-	42	24.528326	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400785-105400807:-	1568	915.724175	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400785-105400808:-	3	1.752023	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400786-105400802:-	1	0.584008	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400786-105400807:-	696	406.469404	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400787-105400807:-	68	39.712528	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400788-105400807:-	10	5.840078	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400789-105400807:-	99	57.816769	N	mature,MIMAT0006608
cfa-let-7e	3:chr1:105400790-105400807:-	2	1.168016	N	mature,MIMAT0006608
cfa-let-7f	3:chr1:97903931-97903953:-	3	1.752023	N	unannotated
cfa-let-7f	3:chr1:97903932-97903953:-	3	1.752023	N	unannotated
cfa-let-7f	3:chr1:97903933-97903953:-	1	0.584008	N	unannotated
cfa-let-7f	3:chr1:97903933-97903955:-	1	0.584008	N	unannotated
cfa-let-7f	3:chr1:97903934-97903953:-	1	0.584008	N	unannotated
cfa-let-7f	3:chr1:97903936-97903955:-	1	0.584008	N	unannotated
cfa-let-7f	3:chr1:97903957-97904007:-	1	0.584008	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903959-97904009:-	189	110.377468	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903962-97904009:-	1	0.584008	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903963-97904009:-	3	1.752023	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903965-97904009:-	1	0.584008	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903977-97904009:-	4	2.336031	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903979-97904009:-	1	0.584008	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903980-97904009:-	4	2.336031	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903981-97904009:-	2	1.168016	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903982-97904009:-	1	0.584008	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903984-97904009:-	2	1.168016	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903985-97904007:-	5	2.920039	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903985-97904009:-	17	9.928132	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903986-97904007:-	1	0.584008	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903986-97904009:-	256	149.505988	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903987-97904004:-	1	0.584008	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903987-97904005:-	2	1.168016	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903987-97904006:-	2	1.168016	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903987-97904007:-	2	1.168016	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903987-97904008:-	8	4.672062	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903987-97904009:-	20127	11754.324285	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903988-97904008:-	2	1.168016	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903988-97904009:-	5580	3258.763329	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903989-97904009:-	474	276.819681	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903990-97904009:-	110	64.240854	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903991-97904009:-	1058	617.880215	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903992-97904009:-	58	33.872450	N	mature,MIMAT0006610
cfa-let-7f	3:chr1:97903993-97904009:-	20	11.680155	N	mature,MIMAT0006610
cfa-let-7g	3:chr20:37501073-37501091:+	1	0.584008	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501073-37501092:+	8	4.672062	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501073-37501093:+	1	0.584008	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501073-37501094:+	6	3.504047	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501073-37501095:+	51	29.784396	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501073-37501096:+	135	78.841048	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501073-37501097:+	10	5.840078	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501090:+	11	6.424085	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501091:+	26	15.184202	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501092:+	1301	759.794102	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501093:+	213	124.393654	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501094:+	660	385.445125	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501095:+	8387	4898.073125	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501096:+	39372	22993.553722	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501097:+	1635	954.852696	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501101:+	1	0.584008	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501103:+	1	0.584008	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501104:+	1	0.584008	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501074-37501124:+	15	8.760116	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501075-37501092:+	2	1.168016	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501075-37501093:+	1	0.584008	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501075-37501094:+	1	0.584008	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501075-37501095:+	4	2.336031	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501075-37501096:+	23	13.432179	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501075-37501097:+	1	0.584008	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501076-37501095:+	3	1.752023	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501076-37501096:+	7	4.088054	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501078-37501096:+	1	0.584008	N	mature,MIMAT0006637
cfa-let-7g	3:chr20:37501110-37501152:+	1	0.584008	N	unannotated
cfa-let-7g	3:chr20:37501131-37501152:+	2	1.168016	N	unannotated
cfa-let-7g	3:chr20:37501131-37501153:+	1	0.584008	N	unannotated
cfa-mir-1-1	3:chr24:46481116-46481134:+	1	0.584008	N	mature,MIMAT0006656
cfa-mir-1-1	3:chr24:46481116-46481135:+	1	0.584008	N	mature,MIMAT0006656
cfa-mir-1-1	3:chr24:46481116-46481136:+	33	19.272256	N	mature,MIMAT0006656
cfa-mir-1-1	3:chr24:46481116-46481137:+	13	7.592101	N	mature,MIMAT0006656
cfa-mir-1-1	3:chr24:46481116-46481138:+	132	77.089025	N	mature,MIMAT0006656
cfa-mir-1-1	3:chr24:46481116-46481139:+	3	1.752023	N	mature,MIMAT0006656
cfa-mir-1-2	3:chr7:66214418-66214437:+	1	0.584008	N	mature,MIMAT0006656
cfa-mir-1-2	3:chr7:66214418-66214438:+	21	12.264163	N	mature,MIMAT0006656
cfa-mir-1-2	3:chr7:66214418-66214439:+	14	8.176109	N	mature,MIMAT0006656
cfa-mir-1-2	3:chr7:66214418-66214440:+	119	69.496924	N	mature,MIMAT0006656
cfa-mir-1-2	3:chr7:66214418-66214441:+	4	2.336031	N	mature,MIMAT0006656
cfa-mir-101-1	3:chr5:45184772-45184793:+	4	2.336031	N	unannotated
cfa-mir-101-1	3:chr5:45184772-45184794:+	4	2.336031	N	unannotated
cfa-mir-101-1	3:chr5:45184772-45184795:+	2	1.168016	N	unannotated
cfa-mir-101-1	3:chr5:45184772-45184822:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184773-45184792:+	1	0.584008	N	unannotated
cfa-mir-101-1	3:chr5:45184773-45184794:+	6	3.504047	N	unannotated
cfa-mir-101-1	3:chr5:45184773-45184820:+	3	1.752023	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184789-45184830:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184794-45184831:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184808-45184824:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184808-45184825:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184808-45184826:+	9	5.256070	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184808-45184827:+	209	122.057623	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184808-45184828:+	130	75.921009	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184808-45184829:+	798	466.038196	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184808-45184830:+	684	399.461311	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184808-45184831:+	18	10.512140	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184809-45184824:+	3	1.752023	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184809-45184825:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184809-45184826:+	4	2.336031	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184809-45184827:+	26	15.184202	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184809-45184828:+	84	49.056652	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184809-45184829:+	936	546.631268	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184809-45184830:+	1258	734.681768	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184809-45184831:+	1085	633.648425	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184809-45184832:+	69	40.296536	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184809-45184833:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184810-45184830:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184810-45184831:+	7	4.088054	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184810-45184832:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184811-45184827:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184811-45184829:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184811-45184830:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184811-45184831:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184811-45184832:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-1	3:chr5:45184813-45184831:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194326-93194349:+	1	0.584008	N	unannotated
cfa-mir-101-2	3:chr1:93194326-93194363:+	1	0.584008	N	stemloop
cfa-mir-101-2	3:chr1:93194326-93194376:+	8	4.672062	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194327-93194350:+	1	0.584008	N	unannotated
cfa-mir-101-2	3:chr1:93194327-93194362:+	4	2.336031	N	stemloop
cfa-mir-101-2	3:chr1:93194327-93194363:+	3	1.752023	N	stemloop
cfa-mir-101-2	3:chr1:93194327-93194364:+	1	0.584008	N	stemloop
cfa-mir-101-2	3:chr1:93194347-93194365:+	2	1.168016	N	stemloop
cfa-mir-101-2	3:chr1:93194349-93194384:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194362-93194378:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194362-93194380:+	10	5.840078	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194362-93194381:+	264	154.178050	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194362-93194382:+	106	61.904823	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194362-93194383:+	821	479.470375	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194362-93194384:+	671	391.869210	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194362-93194385:+	10	5.840078	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194362-93194386:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194363-93194378:+	4	2.336031	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194363-93194380:+	6	3.504047	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194363-93194381:+	44	25.696342	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194363-93194382:+	101	58.984784	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194363-93194383:+	945	551.887338	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194363-93194384:+	1302	760.378110	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194363-93194385:+	1080	630.728386	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194363-93194386:+	482	281.491743	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194363-93194387:+	6	3.504047	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194364-93194381:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194364-93194383:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194364-93194384:+	3	1.752023	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194364-93194385:+	4	2.336031	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194364-93194386:+	5	2.920039	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194365-93194383:+	2	1.168016	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194365-93194385:+	1	0.584008	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194365-93194386:+	5	2.920039	N	mature,MIMAT0006600
cfa-mir-101-2	3:chr1:93194365-93194387:+	4	2.336031	N	mature,MIMAT0006600
cfa-mir-103-1	3:chr4:43182878-43182928:+	1	0.584008	N	mature,MIMAT0006687
cfa-mir-103-1	3:chr4:43182914-43182936:+	1	0.584008	Y	mature,MIMAT0006687
cfa-mir-103-1	3:chr4:43182915-43182933:+	2	1.168016	Y	mature,MIMAT0006687
cfa-mir-103-1	3:chr4:43182915-43182934:+	26	15.184202	Y	mature,MIMAT0006687
cfa-mir-103-1	3:chr4:43182915-43182935:+	22	12.848171	Y	mature,MIMAT0006687
cfa-mir-103-1	3:chr4:43182915-43182936:+	252	147.169957	Y	mature,MIMAT0006687
cfa-mir-103-1	3:chr4:43182915-43182937:+	533	311.276139	N	mature,MIMAT0006687
cfa-mir-103-1	3:chr4:43182915-43182938:+	1782	1040.701837	N	mature,MIMAT0006687
cfa-mir-103-1	3:chr4:43182915-43182939:+	54	31.536419	N	mature,MIMAT0006687
cfa-mir-103-1	3:chr4:43182916-43182936:+	1	0.584008	Y	mature,MIMAT0006687
